occ_year,occ_month,occ_dow,occ_day,occ_hour,division,premises_type,bike_make,bike_type,bike_colour,bike_cost
2017,July,Tuesday,4,23,D51,Apartment,RA,RC,SIL,600
2017,July,Tuesday,4,21,D51,Other,KH,RG,DGR,500
2017,June,Thursday,22,19,D52,Educational,NORCO,OT,BLK,600
2017,July,Wednesday,5,14,D55,House,OT,OT,BLU,250
2017,June,Sunday,25,23,D55,House,SIXTHREEZERO,OT,GRY,500
2017,June,Thursday,29,12,D53,Apartment,TR,MT,ONG,4800
2017,July,Tuesday,4,23,D52,Outside,OT,RG,SIL,250
2017,July,Tuesday,4,20,D51,Outside,GI,RG,BLK,499
2017,July,Wednesday,5,9,D51,Commercial,GI,MT,BLK,800
2017,July,Sunday,2,11,D52,Outside,CC,RC,ONG,350
2017,March,Wednesday,22,22,D55,Other,GI,OT,BLU,875
2017,June,Friday,30,15,D51,Commercial,OT,RG,WHI,500
2017,July,Thursday,6,10,D52,Apartment,GI,RC,BLK,1600
2017,July,Wednesday,5,20,D51,Outside,TREK,MT,BLKGRY,2000
2017,June,Sunday,18,13,D52,Outside,NIVOLET,RC,WHISIL,1500
2016,December,Tuesday,6,8,D32,Other,OT,RC,WHI,3000
2017,July,Thursday,6,3,D14,Apartment,SU,RG,LBL,179.99
2017,July,Monday,3,9,D51,Apartment,OT,OT,SIL,500
2017,July,Thursday,6,17,D52,Outside,UK,RG,BLK,75
2017,July,Thursday,6,8,D52,Commercial,FJ,RC,BLK,770
2017,July,Sunday,2,18,D55,Apartment,GI,RG,BLU,1599.99
2017,July,Wednesday,5,9,D52,Other,GT,MT,WHI,500
2017,July,Thursday,6,10,D52,Apartment,GI,RC,GRY,1600
2017,July,Monday,3,22,D51,Commercial,SP,RC,None,400
2016,June,Sunday,19,10,D52,Other,EM,SC,BLK,2800
2017,June,Friday,30,12,D14,Outside,SPECIALIZED,RG,BLUWHI,660
2017,July,Thursday,6,17,D51,Other,GI,RG,WHI,550
2017,July,Friday,7,7,D51,Commercial,KH,OT,BLK,450
2017,July,Thursday,6,20,D32,Other,OT,RG,BLU,200
2017,July,Thursday,6,20,D32,Other,OT,RG,BLU,200
2017,July,Thursday,6,9,D32,Educational,UNKNOWN,MT,BLU,250
2017,July,Friday,7,7,D52,Transit,UK,OT,BGE,250
2017,July,Wednesday,5,22,D14,Apartment,NO,MT,BLU,1200
2017,July,Thursday,6,20,D11,Other,TR,OT,SIL,600
2017,July,Friday,7,22,D13,Commercial,OTHER,MT,GRN,200
2017,July,Friday,7,13,D32,Outside,UNKNOWN MAKE,MT,BLU,300
2017,July,Friday,7,6,D41,Apartment,SC,RG,RED,100
2017,July,Thursday,6,14,D32,Commercial,SURLY,TO,BLK,2500
2017,July,Thursday,6,9,D11,Outside,OT,MT,LGR,700
2017,July,Friday,7,9,D32,Educational,CC,MT,PLE,800
2017,July,Wednesday,5,22,D52,Outside,UK,MT,BLK,500
2017,June,Tuesday,27,18,D31,Apartment,NO,MT,GRY,850
2017,July,Saturday,8,16,D51,Commercial,UK,RC,None,1000
2017,June,Saturday,24,21,D11,House,RALEIGH,RG,BLU,100
2017,July,Saturday,8,16,D53,Commercial,OT,RC,BLK,1200
2017,July,Saturday,8,12,D55,Apartment,NORCO,MT,BLK,1200
2017,July,Friday,7,20,D14,Outside,DAYMAK,EL,RED,2000
2017,July,Thursday,6,18,D14,Educational,MIKADO,OT,BLUGRY,700
2017,July,Saturday,8,16,D55,Commercial,OTHER,OT,None,30
2017,July,Friday,7,18,D32,House,RALEIGH,OT,PLE,15
2017,July,Friday,7,9,D52,Outside,OT,RG,BLK,906
2017,July,Saturday,8,16,D53,Commercial,OT,RC,BLK,1200
2017,July,Saturday,8,16,D51,Commercial,UK,OT,WHI,1000
2017,July,Friday,7,9,D52,Outside,OT,RG,BLK,1461
2017,July,Friday,7,9,D52,Outside,OT,RG,BLK,906
2017,July,Saturday,8,4,D51,Commercial,OT,RG,RED,2600
2017,July,Friday,7,23,D51,Outside,NO,RG,BLK,450
2017,July,Saturday,8,13,D51,Apartment,OT,RC,BLK,2440
2017,July,Friday,7,18,D14,Apartment,GT,MT,BLK,399.99
2017,July,Sunday,2,10,D52,Outside,UK,TO,SIL,1000
2017,July,Saturday,8,19,D51,Apartment,OT,OT,BLK,300
2017,July,Saturday,8,22,D11,Other,GI,RG,YEL,350
2017,June,Sunday,4,1,D51,Outside,OT,TO,BLK,650
2017,July,Tuesday,4,10,D51,Outside,GT,RG,BLU,679.99
2017,July,Thursday,6,15,D53,Outside,RM,MT,BLK,882
2017,July,Saturday,8,21,D55,Outside,TREK,OT,BLK,90
2017,July,Saturday,8,20,D43,Educational,HF,MT,LGR,175
2017,July,Saturday,8,16,D55,House,GIANT,OT,BLK,900
2017,July,Sunday,9,21,D52,Apartment,OT,RC,PLE,700
2017,July,Monday,10,14,D14,Commercial,HF,MT,SIL,230
2017,July,Saturday,8,18,D51,Apartment,MO,MT,GLD,400
2017,July,Monday,3,20,D14,House,OT,SC,SIL,100
2017,July,Saturday,8,14,D51,Apartment,SC,TO,LBL,395
2017,July,Monday,10,13,D22,Other,EMMO,EL,RED,2000
2017,July,Friday,7,18,D51,Apartment,FJ,RG,DBL,600
2017,July,Monday,10,9,D14,House,NO,MT,BLK,600
2017,July,Monday,3,20,D14,House,UK,SC,BLK,75
2017,July,Monday,10,16,D51,Apartment,OT,RG,BLU,600
2017,July,Saturday,8,18,D22,Transit,GI,TO,SIL,950
2017,July,Saturday,8,14,D51,Apartment,OT,MT,BLK,250
2017,June,Friday,30,10,D14,Apartment,OT,OT,WHI,400
2017,July,Monday,10,12,D32,Apartment,UK,MT,SIL,2000
2017,July,Saturday,8,19,D41,House,SC,TO,DGR,200
2017,July,Sunday,9,19,D55,House,UK,RG,LGR,200
2017,July,Sunday,9,20,D52,Outside,UK,RG,BLK,630
2017,July,Monday,10,8,D52,Commercial,OT,MT,RED,100
2017,July,Monday,10,11,D51,Outside,TREK,RG,BLK,700
2017,July,Tuesday,11,2,D14,Apartment,UK,OT,BLK,550
2017,July,Tuesday,11,10,D52,Outside,DB,RG,None,150
2017,July,Friday,7,15,D52,Apartment,RA,MT,TRQ,350
2017,July,Tuesday,11,7,D41,Transit,RA,MT,GRY,100
2017,July,Monday,10,20,D11,Outside,SP,MT,BLK,350
2017,July,Tuesday,11,16,D11,Apartment,OT,RG,BLK,150
2017,July,Tuesday,11,9,D22,Apartment,GT,MT,BLK,500
2017,June,Saturday,24,17,D52,Educational,GIANT,MT,BLK,1000
2017,July,Sunday,9,19,D55,Commercial,OT,RC,RED,1200
2017,July,Tuesday,11,21,D14,Outside,GI,OT,PLE,600
2017,June,Thursday,22,2,D51,Outside,CA,OT,BLK,900
2017,July,Tuesday,4,18,D53,House,RA,RG,BLU,700
2017,June,Thursday,29,19,D53,House,GI,MT,None,3600
2017,July,Wednesday,12,13,D55,Apartment,NO,MT,WHI,750
2017,July,Sunday,2,19,D55,Apartment,TR,RG,BLK,942
2017,July,Tuesday,11,22,D22,Apartment,CCM,MT,GRNBLK,350
2017,June,Sunday,18,11,D14,Apartment,GI,MT,BRN,900
2017,July,Tuesday,11,21,D53,Outside,MYKA,RG,BLU,763
2017,July,Tuesday,11,18,D51,Apartment,OT,RG,BLK,1000
2017,July,Thursday,13,15,D52,Commercial,OT,EL,SIL,1000
2017,July,Thursday,13,16,D14,Outside,UK,RC,BLK,1000
2017,July,Thursday,13,8,D51,Apartment,OT,RG,DBL,950
2017,July,Wednesday,12,4,D14,Apartment,CC,MT,BLU,400
2017,June,Thursday,29,9,D51,Outside,FAT BIKE,MT,BLKBGE,4000
2017,July,Thursday,13,8,D41,Apartment,UK,RC,OTH,200
2017,July,Thursday,13,6,D11,Outside,OT,RC,BLK,2000
2017,July,Thursday,13,6,D11,Outside,OT,RC,WHI,2500
2017,July,Thursday,13,7,D52,Commercial,GI,RG,GRY,553
2017,July,Wednesday,12,18,D14,House,CC,RG,WHI,565
2017,July,Wednesday,12,18,D14,Outside,OT,RG,WHI,400
2017,July,Thursday,13,15,D32,Outside,MARIN OR MARINO,OT,BLK,1700
2017,July,Thursday,13,20,D23,House,OTHER,EL,BLK,1500
2017,July,Wednesday,12,18,D14,House,CC,MT,BLK,725
2017,July,Wednesday,12,17,D14,Commercial,GI,RG,BLK,600
2017,July,Thursday,13,16,D11,Commercial,RA,OT,BLK,620
2017,July,Friday,14,2,D55,House,OT,RG,WHI,600
2017,July,Friday,14,20,D31,Outside,OTHER,BM,BLK,44
2017,July,Tuesday,11,18,D55,Outside,GI,RG,BLK,600
2017,July,Friday,14,18,D14,Commercial,OT,RG,BLK,300
2017,July,Friday,14,11,D52,Commercial,RA,RC,GRY,750
2017,July,Wednesday,12,13,D51,Outside,GT,OT,BLK,650
2017,July,Thursday,13,21,D33,Other,UK,MT,WHI,900
2017,July,Thursday,13,21,D33,Other,UK,MT,BLK,1000
2017,July,Friday,14,16,D42,Outside,CC,MT,WHI,678
2017,July,Friday,14,14,D14,Outside,GI,EL,DBL,1000
2017,July,Monday,10,16,D42,Outside,HF,RG,PLE,108
2017,July,Friday,14,16,D23,Outside,UNKNOWN,RG,GRY,250
2017,July,Saturday,15,11,D11,Outside,RALEIGH,RG,BLU,600
2017,July,Saturday,15,13,D14,Commercial,OTHER,TO,YEL,875
2017,July,Friday,14,22,D51,Outside,UK,MT,SIL,500
2017,July,Wednesday,5,21,D51,Outside,SANTA CRUZ,OT,BLKBLU,6000
2017,July,Friday,14,14,D51,Apartment,OT,RG,BLK,849
2017,July,Friday,14,23,D14,Apartment,OT,RG,SIL,650
2017,July,Saturday,1,12,D11,Apartment,GI,RG,SIL,900
2017,July,Saturday,15,9,D14,Outside,UK,RG,CRM,200
2017,July,Saturday,15,9,D14,Outside,UK,OT,None,200
2017,July,Friday,14,22,D51,Outside,CC,MT,SIL,500
2017,July,Saturday,15,9,D14,Outside,GI,OT,BLU,300
2017,July,Wednesday,12,21,D32,Commercial,GT,OT,GRY,650
2017,July,Tuesday,11,22,D52,Outside,OT,FO,BLK,4500
2017,July,Saturday,15,13,D51,Outside,SC,RC,RED,500
2017,July,Saturday,15,7,D52,Outside,DB,MT,BLK,200
2017,July,Friday,14,21,D51,Commercial,GI,RG,GRY,500
2017,July,Saturday,15,6,D11,House,FJ,RG,LGR,700
2017,July,Sunday,16,9,D53,Outside,TR,MT,BLK,903.99
2017,July,Wednesday,12,1,D11,House,NO,RG,WHI,575
2017,July,Thursday,13,19,D51,Other,NO,RG,DGR,450.87
2017,July,Sunday,16,17,D13,Commercial,GI,RG,GRY,500
2017,July,Sunday,9,22,D22,Apartment,GT,RC,BLK,800
2017,July,Saturday,15,20,D51,Apartment,OT,MT,BLK,850
2017,July,Sunday,16,16,D52,Other,GI,RG,GRY,800
2017,July,Sunday,16,20,D51,Apartment,GI,MT,BLK,1200
2017,June,Friday,23,15,D55,House,TR,MT,RED,400
2017,July,Saturday,15,23,D52,House,SU,MT,BLK,100
2017,July,Saturday,15,9,D11,Other,JAMIS,TO,CRM,1521
2017,July,Saturday,15,11,D14,Outside,OT,RG,BLK,700
2017,July,Saturday,15,11,D14,Outside,OT,RG,BLK,799
2016,November,Monday,14,12,D52,Apartment,SPECIALIZED,OT,WHI,1500
2017,June,Friday,23,15,D55,House,TREK,MT,RED,400
2017,July,Tuesday,11,15,D51,Apartment,SU,OT,BLU,217.98
2017,July,Saturday,15,22,D51,Outside,SUPERCYCLE,OT,GRYPNK,300
2017,July,Monday,17,2,D51,House,SC,OT,RED,550
2017,July,Sunday,9,15,D55,Commercial,TR,RG,BLK,1500
2017,July,Thursday,6,18,D51,Outside,MARIN OR MARINO,OT,GRY,800
2017,July,Friday,14,17,D55,Apartment,FUJI,RC,SIL,2200
2017,July,Friday,14,7,D43,Transit,GI,MT,BLK,700
2017,July,Friday,14,19,D52,Apartment,KH,RC,BLK,700
2017,July,Tuesday,11,8,D52,Outside,MASI,RC,ONG,1500
2017,July,Sunday,16,18,D51,Outside,GI,MT,BGE,800
2017,July,Wednesday,5,19,D52,Educational,CUBE AIM,MT,BLK,890
2017,July,Sunday,16,7,D53,Other,SA,MT,WHI,1200
2017,July,Saturday,15,16,D13,Other,OT,RC,BLK,450
2017,July,Monday,17,15,D14,Outside,GI,RG,WHI,885
2017,July,Saturday,8,20,D43,Educational,HUFFY,MT,GRN,160
2017,July,Sunday,16,11,D11,Outside,NORTHWOODS,OT,BLKGLD,100
2017,July,Sunday,16,18,D51,Commercial,OT,TO,WHI,1500
2017,July,Sunday,16,21,D51,Commercial,KO,OT,GRN,900
2017,July,Friday,14,17,D55,Apartment,SPECIALIZED,MT,SIL,5000
2017,July,Friday,14,17,D55,Commercial,FJ,RC,SIL,2500
2017,July,Sunday,9,15,D55,Commercial,TR,RG,SIL,1000
2017,July,Saturday,15,16,D13,Other,IN,RG,WHI,350
2017,July,Friday,14,18,D51,Commercial,OT,RG,MRN,500
2017,July,Friday,14,17,D55,Commercial,UK,MT,BLK,5000
2017,July,Saturday,15,8,D14,Apartment,NO,MT,GRY,300
2017,July,Sunday,16,19,D55,Outside,UK,RG,BLK,300
2017,July,Tuesday,18,14,D51,Educational,SU,OT,GRY,350
2017,July,Tuesday,18,7,D51,Outside,OT,OT,BLK,1200
2017,July,Tuesday,18,9,D51,Commercial,CA,RC,WHI,1000
2017,July,Tuesday,18,16,D55,Commercial,KO,TO,CPR,900
2017,July,Tuesday,18,9,D55,Commercial,OT,OT,BLK,500
2017,July,Tuesday,18,10,D52,House,OT,RC,SIL,400
2017,July,Tuesday,18,2,D55,Commercial,CA,MT,BLK,1248.6
2017,July,Tuesday,18,10,D52,Educational,CA,TO,WHI,1000
2017,July,Monday,17,8,D53,Other,OT,MT,BLK,2500
2017,July,Tuesday,18,9,D23,Educational,AQUILA,BM,None,129
2017,July,Tuesday,18,8,D51,Outside,CC,RC,ONG,450
2017,July,Sunday,16,17,D53,Commercial,GF,RG,BLK,1097.84
2017,July,Sunday,16,17,D51,Apartment,GI,RC,GRY,3152
2017,July,Sunday,16,19,D55,Outside,UK,RG,None,300
2017,July,Tuesday,18,2,D55,Commercial,CA,MT,BLK,1248.6
2017,July,Wednesday,12,13,D52,Educational,CCM,OT,BLUBLK,200
2017,July,Tuesday,18,2,D31,Other,GT,MT,BLKYEL,600
2017,July,Tuesday,18,2,D53,Outside,CRONUS,MT,WHI,800
2017,July,Thursday,13,8,D32,House,GIANT,OT,None,2500
2017,July,Saturday,15,23,D55,House,FJ,RG,BLK,600
2017,July,Tuesday,18,9,D55,Commercial,GI,RC,CRM,905
2017,July,Monday,17,14,D14,Commercial,OT,RG,RED,500
2017,July,Monday,17,22,D51,Other,CC,MT,RED,650
2017,July,Monday,17,22,D51,Other,CC,MT,BLK,639
2017,July,Tuesday,18,9,D51,Commercial,KH,RG,BLK,525
2017,July,Tuesday,18,1,D51,Apartment,KH,RC,BLK,3000
2017,June,Thursday,22,14,D14,Outside,KO,RG,BLK,700
2017,July,Tuesday,11,12,D11,Outside,EMMO,EL,BLKRED,2015
2017,July,Wednesday,19,3,D41,House,EMMO,EL,BLKONG,1800
2017,July,Friday,14,10,D51,Apartment,CA,RG,BLK,900
2017,May,Monday,1,12,D51,Outside,FORTRESS,SC,BLK,1800
2017,July,Wednesday,19,10,D52,Outside,PR,MT,PLE,150
2017,July,Tuesday,18,21,D11,Other,GI,MT,BLU,950
2017,July,Wednesday,19,6,D14,House,THULE,OT,RED,1000
2017,July,Wednesday,19,6,D22,Transit,MA,RG,BLK,300
2017,July,Tuesday,18,21,D53,Outside,SC,RG,RED,549.99
2017,July,Tuesday,11,11,D32,Other,RA,RG,GRN,350
2017,July,Saturday,15,22,D14,House,GI,TO,LBL,458.87
2017,July,Monday,17,9,D52,Outside,GIANT,OT,BLK,950
2017,July,Wednesday,19,11,D51,Commercial,OT,RG,WHI,750
2017,July,Tuesday,18,1,D53,Apartment,CA,OT,BLK,1100
2017,July,Wednesday,19,20,D51,Outside,MONGOOSE,OT,PLE,1000
2017,July,Tuesday,18,1,D51,Apartment,OT,TO,BRN,400
2017,July,Tuesday,18,15,D22,Commercial,RM,MT,RED,1000
2017,July,Tuesday,18,22,D55,Commercial,MA,RG,GRY,580
2017,July,Wednesday,19,10,D53,House,NO,RG,BLU,500
2017,June,Thursday,22,9,D11,Outside,OT,RC,RED,200
2017,July,Friday,14,4,D52,Educational,DIAMONDBACK,MT,None,1000
2017,July,Wednesday,19,17,D11,Outside,OT,OT,ONG,1550
2017,July,Saturday,15,20,D14,Apartment,GI,MT,BLK,1000
2017,July,Thursday,20,18,D51,Apartment,UK,OT,WHI,500
2017,July,Thursday,20,11,D52,Apartment,GI,RG,BLK,500
2017,July,Wednesday,19,9,D52,Outside,CA,RG,SIL,1000
2017,July,Saturday,15,2,D52,Outside,TR,MT,WHI,1200
2017,July,Tuesday,18,19,D52,Outside,HF,MT,GRN,160
2017,July,Sunday,16,20,D52,Educational,TREK,OT,BLK,950
2017,July,Wednesday,19,19,D31,Apartment,CC,MT,SIL,300
2017,July,Monday,17,14,D55,Outside,OT,RG,LGR,350
2017,July,Thursday,20,4,D11,House,BI,TO,GRN,500
2017,July,Tuesday,18,14,D52,Outside,UK,RG,BLK,250
2017,July,Wednesday,19,21,D51,Outside,KO,OT,BRN,900
2017,July,Thursday,20,23,D51,Outside,EVO,OT,BLK,300
2017,July,Friday,21,15,D33,Commercial,OT,RC,BLK,4000
2017,July,Friday,21,7,D53,Apartment,NO,MT,RED,600
2017,July,Friday,21,14,D51,Outside,UNKNOWN,EL,BLU,2000
2017,July,Thursday,20,1,D14,Outside,STROMER,EL,BLU,5999
2017,July,Thursday,20,20,D13,Apartment,SC,RG,PLE,250
2017,July,Thursday,6,21,D51,Outside,UK,TR,BLU,700
2017,June,Tuesday,27,9,D52,Outside,SYM,SC,WHIBLK,3387
2017,July,Tuesday,18,7,D13,Other,RA,MT,BLK,300
2017,July,Wednesday,19,21,D55,House,UK,OT,BLK,50
2017,July,Friday,21,16,D53,Transit,MA,RG,BLU,580
2017,July,Saturday,22,1,D14,Outside,SU,MT,ONG,250
2017,July,Saturday,22,4,D11,House,UK,RG,BLK,150
2016,September,Thursday,1,12,D12,Apartment,UK,MT,BLU,750
2017,July,Saturday,22,15,D22,Apartment,UK,RC,BLK,4300
2017,July,Friday,21,22,D32,House,OTHER,EL,BLUGRN,2000
2017,July,Monday,10,21,D41,House,UNKNOWN MAKE,OT,WHI,200
2017,July,Saturday,22,4,D22,Other,ROCKY MOUNTAIN,MT,BLU,500
2017,July,Saturday,22,4,D22,Other,ROCKY MOUNTAIN,MT,MRN,500
2017,July,Thursday,20,12,D52,Commercial,OT,RG,PLE,519
2017,July,Sunday,23,14,D11,Apartment,SCHWINN,TO,BLUBLK,500
2017,July,Saturday,22,2,D11,Other,MARIN OR MARINO,OT,None,500
2017,July,Saturday,22,14,D14,Commercial,TR,RC,RED,5560
2017,July,Sunday,23,13,D43,Commercial,SUPERCYCLE,MT,ONG,500
2017,July,Sunday,23,16,D51,House,MA,RG,SIL,500
2017,June,Thursday,1,14,D51,Outside,UK,RC,PNK,900
2017,July,Tuesday,18,9,D51,Commercial,PAVAN,RC,YELBLK,2000
2017,July,Saturday,22,2,D11,Other,MARIN OR MARINO,OT,None,500
2017,July,Saturday,22,2,D11,Other,SCHWINN,OT,None,200
2017,July,Saturday,22,9,D51,Commercial,UK,MT,BLU,250
2017,July,Tuesday,18,9,D51,Commercial,WILLIER,RC,BLKWHI,13000
2017,July,Friday,21,11,D51,Apartment,SU,MT,GRY,550
2017,July,Sunday,23,15,D53,House,OT,MT,GRY,1500
2017,July,Sunday,23,15,D53,House,OT,MT,None,175
2017,July,Saturday,15,20,D53,Apartment,TR,RG,BLK,1140
2017,July,Sunday,16,12,D14,Outside,UNK,OT,None,500
2017,July,Sunday,23,14,D11,Apartment,SC,RG,BLU,400
2017,July,Saturday,22,2,D14,Other,OT,RG,BLK,679
2017,July,Saturday,22,12,D51,Outside,SU,MT,SIL,550
2017,July,Monday,17,17,D52,Educational,GIANT,MT,None,900
2016,November,Thursday,24,13,D52,Outside,GI,OT,BLK,250
2017,July,Tuesday,18,2,D51,Apartment,UNKNOWN MAKE,MT,GRY,200
2017,July,Monday,24,1,D43,House,OTHER,MT,BLU,4000
2017,July,Monday,24,9,D32,Apartment,NORCO,MT,GRY,1500
2017,July,Thursday,20,15,D51,Outside,KO,OT,GLD,900
2017,July,Monday,24,16,D14,Outside,CCM,MT,BLKGRN,600
2017,July,Friday,21,8,D53,House,GI,RG,SIL,699
2017,July,Sunday,23,15,D14,Apartment,OT,RC,BLK,3100
2017,July,Sunday,23,17,D31,Commercial,UNKNOWN MAKE,SC,GRY,1000
2017,July,Sunday,23,19,D14,Educational,OT,RC,RED,500
2017,July,Saturday,22,22,D51,Outside,SUPERCYCLE,RG,BLK,300
2017,July,Saturday,22,14,D14,Other,FJ,RG,WHI,500
2017,July,Monday,24,17,D31,House,RA,RC,LGR,1500
2017,June,Saturday,17,10,D14,Apartment,RA,MT,BLK,1300
2017,July,Friday,21,19,D32,Outside,TR,MT,GRY,500
2017,July,Monday,24,17,D31,House,RA,RC,LGR,400
2017,July,Sunday,23,23,D53,Other,TR,MT,BRN,600
2017,July,Tuesday,25,19,D52,Outside,UK,RG,GRY,500
2017,July,Tuesday,25,18,D14,Apartment,TR,RG,BLK,600
2017,July,Tuesday,25,10,D51,Outside,RM,MT,BLK,500
2017,July,Friday,21,8,D14,Apartment,TR,RG,BLK,600
2017,July,Monday,24,21,D14,Apartment,OT,RG,WHI,260
2017,July,Sunday,23,19,D11,House,BI,RC,BLK,1895
2017,July,Saturday,22,14,D52,Outside,SPECIALIZED,MT,RED,5290
2017,July,Saturday,22,13,D14,Apartment,DB,MT,GRY,540
2017,July,Tuesday,25,4,D14,Outside,MONGOOSE,RC,BLK,500
2017,July,Monday,24,22,D52,Commercial,UK,RG,BLU,150
2017,July,Friday,21,18,D14,Apartment,SC,OT,OTH,500
2017,July,Tuesday,25,9,D51,Educational,SC,MT,BLK,299
2017,June,Tuesday,27,18,D33,House,UNKNOWN MAKE,OT,WHI,100
2017,July,Friday,21,16,D52,Outside,OT,EL,GRY,2500
2017,June,Tuesday,27,18,D33,House,UNKNOWN MAKE,OT,GLD,200
2017,July,Wednesday,26,7,D14,House,NO,RG,LBL,800
2017,July,Wednesday,26,9,D33,Outside,GI,RG,GLD,1300
2017,July,Sunday,23,16,D53,Outside,OT,RG,BLK,350
2017,June,Friday,30,9,D53,Other,OT,RC,BLK,4500
2017,July,Tuesday,25,20,D52,Apartment,RA,RG,BLK,519.8
2017,July,Tuesday,25,21,D13,House,SC,MT,GRY,200
2017,July,Tuesday,25,15,D52,Commercial,GI,RG,GRY,600
2017,July,Tuesday,25,18,D14,Outside,NO,RC,BLK,950
2017,July,Tuesday,25,18,D22,Apartment,UNKNOWN,MT,BLU,60
2017,June,Tuesday,13,9,D53,Apartment,OTHER,RC,WHI,750
2017,July,Wednesday,26,23,D14,House,OT,RG,BLK,500
2017,July,Saturday,15,9,D52,Commercial,UK,MT,BLK,5000
2017,June,Monday,5,5,D52,Outside,FJ,OT,BLU,1000
2017,May,Friday,26,9,D51,Commercial,OT,OT,GRY,400
2017,July,Monday,24,21,D14,Commercial,OT,RG,PNK,700
2017,July,Thursday,27,10,D14,Outside,OT,RG,GRY,1000
2017,July,Tuesday,25,17,D52,Outside,SC,RC,RED,549.99
2017,July,Wednesday,26,15,D13,Outside,CC,RG,None,350
2017,July,Wednesday,26,23,D32,Commercial,UK,MT,BLU,169
2017,July,Wednesday,26,23,D32,Commercial,UK,MT,CRM,189
2017,July,Thursday,27,15,D14,Other,GI,MT,BLK,800
2016,February,Saturday,20,16,D52,Outside,OT,TO,PNK,800
2017,July,Monday,24,15,D14,Outside,KO,RG,BLK,829.75
2017,July,Thursday,20,19,D14,Outside,OT,OT,GRY,750
2017,July,Thursday,27,6,D52,Other,SPECIALIZED,RC,BLK,300
2017,July,Wednesday,26,23,D32,Commercial,UK,MT,None,189
2017,July,Wednesday,26,9,D52,Outside,SU,RG,BLK,235
2017,July,Wednesday,26,13,D51,Outside,UK,RG,GRY,400
2017,July,Thursday,27,20,D51,Apartment,UK,OT,YEL,500
2017,July,Wednesday,26,22,D13,House,OTHER,OT,BLK,350
2017,July,Tuesday,25,20,D53,Other,ROCKY MOUNTAIN,MT,REDWHI,3200
2017,July,Wednesday,26,21,D14,Apartment,FUJI,OT,GRY,400
2017,July,Wednesday,26,22,D42,House,GIANT,OT,RED,1456.65
2017,July,Thursday,27,11,D52,Outside,IH,MT,None,500
2017,July,Friday,28,6,D31,Outside,JAMIS,MT,GRY,1100
2017,July,Thursday,27,19,D42,Apartment,UK,MT,BLU,150
2017,July,Monday,24,16,D52,Outside,UK,OT,GRN,500
2017,July,Friday,28,15,D52,Other,GI,RG,TRQ,500
2017,July,Thursday,27,15,D51,Other,GI,RC,BLK,2000
2017,July,Friday,28,13,D53,Outside,NO,RC,RED,200
2017,July,Thursday,27,11,D31,Outside,UK,MT,BLK,450
2017,July,Saturday,1,10,D22,Apartment,NO,RG,BLU,650
2017,July,Friday,28,9,D52,Outside,SC,OT,RED,549.99
2017,July,Friday,28,13,D51,Outside,OT,OT,LBL,300
2017,July,Friday,28,8,D41,Outside,NORCO,MT,BLUWHI,35
2017,July,Thursday,27,22,D22,Apartment,OT,RC,BLK,3400
2017,July,Wednesday,26,10,D52,House,TR,RC,BLK,1000
2017,July,Saturday,29,17,D53,Transit,OT,RG,BLK,500
2017,July,Saturday,29,21,D11,Transit,GI,MT,BLK,500
2017,July,Saturday,29,16,D51,Apartment,ARGON 18,RC,BLKRED,2000
2017,July,Thursday,27,23,D55,Apartment,CCM,RG,BLU,700
2017,July,Saturday,29,1,D11,Commercial,OT,RG,BRN,2350
2017,July,Friday,28,3,D14,Apartment,GI,MT,WHI,600
2017,July,Thursday,27,22,D22,Apartment,CA,RC,BLK,1275
2017,July,Saturday,29,18,D52,Commercial,OT,TO,WHI,1900
2017,July,Saturday,29,20,D14,Apartment,GI,MT,BLK,659
2017,July,Saturday,29,9,D51,Outside,GI,RG,BLK,499
2017,July,Sunday,30,11,D13,Commercial,OT,MT,RED,850
2017,July,Saturday,29,21,D43,Commercial,AQUILA,SC,None,3000
2017,July,Saturday,29,7,D51,Outside,CANNONDALE,MT,GRN,5300
2017,July,Saturday,29,21,D11,Outside,FUJI,MT,BLK,700
2017,July,Sunday,30,7,D13,Outside,OT,OT,GRN,76.56
2017,July,Friday,28,8,D52,Outside,CA,RC,BLK,1500
2017,July,Sunday,30,19,D32,Outside,AMEGO BOLD,EL,BLK,2400
2017,July,Monday,31,16,D23,Outside,UNKNOWN,BM,BLU,160
2017,July,Friday,28,12,D14,Outside,OT,RG,GRY,836.2
2017,July,Sunday,30,20,D43,House,SPECIALIZED,OT,None,700
2017,July,Friday,28,19,D14,Outside,KH,RG,None,500
2017,July,Tuesday,18,6,D51,Apartment,CA,RG,BLK,1500
2017,July,Sunday,30,7,D14,Apartment,DB,RG,None,400
2017,July,Sunday,30,15,D55,Outside,OT,TO,BLK,800
2017,July,Monday,31,17,D13,House,RM,MT,BGE,500
2017,July,Friday,28,10,D51,Outside,CANNONDALE,OT,BLUWHI,1500
2017,July,Monday,31,16,D23,Outside,DK,BM,GRY,235
2017,July,Sunday,30,20,D43,House,GIANT,OT,None,600
2017,July,Sunday,30,20,D53,Other,NO,RG,BLK,200
2017,July,Sunday,30,15,D55,Outside,OT,TO,BLK,900
2017,July,Monday,31,17,D13,House,DB,MT,BLU,500
2017,July,Thursday,27,21,D51,Apartment,RA,MT,DGR,350
2017,July,Thursday,27,1,D14,Apartment,NO,BM,ONG,300
