occ_year,occ_month,occ_dow,occ_day,occ_hour,division,premises_type,bike_make,bike_type,bike_colour,bike_cost
2016,October,Saturday,29,19,D14,House,SU,RG,PNK,275
2016,November,Saturday,5,17,D43,Educational,CCM,MT,REDWHI,220
2016,November,Saturday,5,18,D52,Outside,TREK,MT,ONG,1000
2016,November,Sunday,6,3,D53,House,OT,TO,GRY,200
2016,November,Thursday,3,21,D55,Outside,CCM 26 APEX 19,MT,WHIBLU,767
2016,October,Sunday,23,12,D11,Outside,BI,RC,SIL,1000
2016,November,Saturday,5,3,D14,House,RA,TO,ONG,1500
2016,November,Friday,4,20,D55,Apartment,NO,MT,BLK,1400
2016,November,Sunday,6,15,D14,Commercial,GI,RG,BLK,600
2016,November,Sunday,6,7,D13,Outside,EMMO,EL,BLK,1400
2016,November,Sunday,6,3,D53,House,TR,MT,RED,200
2016,November,Sunday,6,7,D51,Apartment,OT,OT,GRY,535
2016,November,Monday,7,10,D55,Transit,OT,RG,RED,50
2016,October,Wednesday,26,17,D11,Commercial,OT,OT,BLK,650
2016,November,Monday,7,20,D51,Commercial,SPECIALIZED,MT,PLE,4000
2016,November,Monday,7,18,D51,Outside,EM,EL,BLK,50
2016,October,Friday,28,12,D52,Commercial,FRAME,RG,WHI,500
2016,September,Friday,16,9,D51,Apartment,NO,RG,BLK,650
2016,November,Sunday,6,9,D32,Apartment,UK,MT,BLK,400
2016,August,Wednesday,3,20,D14,House,UNKNOWN,MT,BLK,300
2016,November,Sunday,6,18,D11,House,OTHER,MT,DGR,100
2016,November,Sunday,6,19,D55,House,OT,MT,BLK,2500
2016,October,Tuesday,25,12,D51,Commercial,UK,MT,GRY,369.99
2016,November,Monday,7,13,D52,Commercial,CA,RG,BLK,1500
2016,November,Monday,7,18,D51,Outside,EM,SC,BLK,800
2016,November,Tuesday,1,16,D32,Apartment,GI,TO,None,600
2016,November,Tuesday,8,16,D51,Outside,OT,TO,GRY,260
2016,October,Wednesday,26,16,D52,Educational,OTHER,OT,None,400
2016,November,Tuesday,8,6,D51,Outside,OTHER,OT,RED,600
2016,November,Monday,7,19,D52,Outside,OT,RG,BLK,540
2016,October,Sunday,30,15,D11,Outside,CCM,MT,BLKGRN,500
2016,November,Wednesday,9,12,D23,Educational,TELLURIDE,RG,RED,70
2016,November,Wednesday,9,18,D42,Outside,OTHER,MT,None,350
2016,November,Wednesday,9,7,D11,House,HF,MT,GRY,273
2016,November,Wednesday,9,16,D14,House,NO,OT,BLK,574.98
2016,November,Wednesday,9,16,D51,Apartment,UK,RG,ONG,600
2016,November,Wednesday,9,13,D52,Other,OT,EL,BLK,1200
2016,November,Wednesday,9,13,D33,House,UK,RG,BLU,1200
2016,November,Wednesday,9,1,D51,Outside,UK,MT,WHI,150
2016,April,Friday,22,16,D11,Apartment,RA,MT,YEL,350
2016,November,Thursday,3,8,D52,Educational,SUPERCYCLE,OT,None,190
2016,November,Thursday,3,7,D52,Educational,OTHER,MT,None,800
2016,August,Saturday,6,20,D14,Outside,KONA,OT,BLU,1000
2016,November,Wednesday,9,16,D55,House,OT,RG,BLK,2200
2016,November,Friday,11,2,D11,House,OT,RG,BLU,100
2016,October,Monday,24,19,D14,Outside,OT,TO,BLK,400
2016,November,Thursday,10,22,D51,House,OTHER,OT,SIL,1500
2016,November,Thursday,10,10,D43,Educational,SCHWINN,MT,None,100
2016,November,Monday,7,8,D22,Transit,RALEIGH,MT,BLU,400
2016,November,Thursday,10,8,D13,Outside,DAYMAK,OT,BLK,3200
2016,October,Monday,24,19,D14,Outside,OT,TO,BLK,600
2016,November,Thursday,10,22,D51,House,GIANT,OT,BLK,650
2016,November,Friday,11,23,D11,House,GARY FISHER,MT,RED,350
2016,November,Wednesday,9,1,D51,Outside,OT,RG,SIL,200
2016,November,Friday,11,13,D14,Apartment,UK,RC,WHI,1000
2016,November,Sunday,13,17,D52,Apartment,SU,OT,LGR,350
2016,November,Sunday,13,13,D52,Apartment,DB,MT,GRY,650
2016,November,Thursday,10,18,D32,Apartment,UK,MT,ONG,1500
2016,November,Sunday,13,12,D14,Apartment,GIANT,MT,BLK,949.99
2016,November,Saturday,12,17,D14,House,CC,OT,None,175
2016,November,Monday,14,16,D22,Outside,KO,MT,BLU,800
2016,November,Sunday,13,20,D14,House,OTHER,OT,BLK,650
2016,November,Thursday,10,17,D55,Apartment,CERVELO,OT,BLKBLU,3400
2016,November,Thursday,10,17,D55,Apartment,SCOTT,MT,BLKGRN,1800
2016,November,Sunday,13,20,D14,House,OTHER,OT,GRN,1000
2016,November,Friday,11,10,D51,Apartment,OT,RG,SIL,700
2016,November,Friday,11,16,D51,Outside,SC,FO,RED,309.99
2016,November,Wednesday,2,12,D14,Apartment,OT,OT,RED,500
2016,November,Monday,14,16,D22,Outside,KO,MT,BLU,800
2016,November,Monday,14,14,D52,Educational,OT,RG,BLK,1000
2016,November,Monday,14,17,D53,Outside,RA,MT,BLK,699
2016,November,Monday,14,9,D51,Outside,OT,RG,BLK,600
2016,November,Monday,14,19,D32,Commercial,OT,RG,RED,400
2016,November,Saturday,12,9,D32,Outside,UNKNOWN MAKE,MT,BLK,900
2016,November,Saturday,12,21,D14,House,GI,FO,SIL,600
2016,November,Sunday,13,21,D51,Apartment,NO,MT,BLK,600
2016,November,Sunday,13,17,D51,Apartment,SU,RG,BLU,150
2016,November,Tuesday,8,6,D52,Outside,SC,MT,WHI,700
2016,November,Tuesday,15,9,D42,Commercial,HF,TO,SIL,300
2016,November,Monday,14,6,D55,Apartment,NO,RC,BLK,2600
2016,November,Monday,14,8,D55,Apartment,UK,RC,BLK,2200
2016,November,Tuesday,15,10,D55,Educational,NO,MT,WHI,600
2016,November,Sunday,13,7,D51,Commercial,MARIN OR MARINO,RG,BLU,1000
2016,November,Friday,11,23,D53,Outside,OT,RG,BLK,1017.84
2016,November,Tuesday,15,21,D52,Other,CA,RC,BLK,2477.12
2016,November,Saturday,12,6,D32,Transit,CCM,MT,YEL,200
2016,November,Tuesday,15,6,D32,Outside,UK,RG,ONG,300
2016,November,Wednesday,16,14,D14,Outside,NO,RG,BLK,1500
2016,November,Wednesday,16,18,D14,Outside,OTHER,FO,BLK,2800
2016,November,Tuesday,15,12,D51,Educational,CC,MT,GRY,150
2016,November,Thursday,17,15,D32,Educational,SC,MT,OTH,700
2016,November,Tuesday,8,14,D51,Commercial,OTHER,EL,RED,1011
2016,November,Wednesday,16,22,D52,Outside,OT,RC,RED,2000
2016,November,Tuesday,8,15,D52,Educational,OTHER,RG,None,900
2016,November,Wednesday,16,10,D55,Outside,SPECIALIZED,OT,ONG,1000
2016,November,Friday,4,11,D52,Educational,REEBOK,MT,None,450
2016,August,Wednesday,17,14,D11,House,OT,RC,OTH,2500
2016,November,Wednesday,16,22,D55,Apartment,KO,OT,BLK,2000
2016,November,Thursday,10,16,D51,Outside,RA,MT,BLU,500
2016,October,Monday,31,18,D51,Educational,SU,OT,GRN,150
2016,November,Thursday,17,8,D51,Apartment,UK,MT,RED,225.99
2016,November,Thursday,17,10,D52,Outside,SC,RG,LBL,300
2016,November,Thursday,17,17,D55,Apartment,KONA,MT,BLKWHI,1000
2016,November,Thursday,17,18,D55,Other,UNK,RC,RED,1200
2016,November,Wednesday,16,23,D14,Apartment,TREK,MT,SIL,250
2016,November,Thursday,17,14,D55,Outside,SPECIALIZED,MT,SIL,1000
2016,November,Thursday,17,22,D55,Other,MIELE,MT,MRNGRY,500
2016,November,Thursday,10,11,D52,Outside,GIANT,MT,None,700
2016,November,Tuesday,15,1,D14,House,OT,MT,LGR,1250
2016,November,Wednesday,16,3,D14,Apartment,OT,RG,BLK,600
2016,November,Tuesday,15,19,D11,Other,OT,TO,BLK,900
2016,November,Friday,18,9,D51,Commercial,OT,TO,GRY,1400
2016,November,Saturday,12,11,D14,Other,OT,RG,WHI,700
2016,November,Thursday,17,17,D14,Apartment,DEVINCI,RG,BLK,300
2016,November,Wednesday,16,23,D14,Apartment,OTHER,OT,DBL,1329.93
2016,October,Saturday,29,16,D32,Apartment,OT,UN,GRY,800
2016,November,Friday,18,8,D22,Transit,RA,MT,MRN,1100
2016,November,Friday,18,13,D14,Outside,OTHER,TO,BLKGRN,500
2016,November,Thursday,17,17,D14,Apartment,OTHER,MT,BLK,800
2016,November,Wednesday,16,23,D14,Apartment,SIMCOE,RG,None,1330
2016,November,Thursday,17,17,D14,Apartment,OTHER,MT,BLK,2000
2016,November,Thursday,17,22,D55,Other,MIELE,MT,BLUGRY,500
2016,November,Thursday,17,22,D55,Other,GIANT,MT,BLUWHI,450
2016,November,Saturday,19,2,D14,House,OT,RG,BLU,630
2016,November,Saturday,19,17,D13,Outside,OT,RC,GRY,600
2016,November,Saturday,19,2,D14,House,OT,RG,BGE,630
2016,November,Sunday,20,17,D14,Apartment,CA,OT,BLK,699
2016,November,Saturday,5,16,D53,Other,GF,RG,BLK,200
2016,November,Monday,14,12,D52,Apartment,TREK,MT,LGR,1100
2016,October,Sunday,23,19,D22,Apartment,ORBEA,MT,ONG,894.91
2016,November,Sunday,20,15,D53,Outside,RM,MT,BLK,2000
2016,November,Wednesday,16,12,D51,Other,EM,EL,BLK,3000
2016,November,Sunday,20,8,D14,Outside,OT,RG,LBL,598.99
2016,November,Friday,11,21,D14,House,OT,RC,WHI,1000
2016,November,Thursday,10,22,D52,Educational,YT,OT,BLK,2000
2016,November,Monday,21,12,D11,Other,OPUS,RG,BGESIL,600
2016,November,Sunday,20,12,D55,Outside,SPECIALIZED,RC,BLKBLU,2000
2016,November,Monday,21,12,D11,Other,GIANT,RG,WHI,600
2016,November,Tuesday,15,12,D53,Outside,NORCO,MT,BLU,500
2016,November,Tuesday,15,12,D53,Outside,ROCKY MOUNTAIN,MT,WHI,500
2016,November,Thursday,17,14,D52,Educational,GT,RG,None,700
2016,November,Monday,21,23,D14,Other,SC,TO,ONG,300
2016,November,Tuesday,22,13,D55,Outside,CCM,MT,BLK,200
2016,November,Friday,18,13,D52,Educational,GI,RG,WHI,650
2016,November,Monday,21,7,D52,Outside,SC,RC,WHI,500
2016,November,Tuesday,22,13,D51,Outside,RM,MT,GRY,1400
2016,November,Friday,18,20,D22,Outside,OT,RC,WHI,1500
2016,November,Friday,11,8,D52,Educational,OTHER,MT,None,120
2016,October,Wednesday,26,14,D51,Apartment,ROCKY MOUNTAIN,MT,RED,1000
2016,November,Tuesday,22,21,D55,Other,DEVINCI,OT,SIL,500
2016,November,Tuesday,22,17,D51,Outside,UNKNOWN,MT,None,300
2016,November,Wednesday,23,20,D33,Outside,RA,OT,WHI,380
2016,November,Saturday,19,1,D22,Outside,RM,MT,BLK,1378
2016,November,Wednesday,23,12,D11,House,CANNONDALE,RG,PLEWHI,3000
2016,November,Tuesday,22,21,D55,Other,OPUS,OT,GRY,1000
2016,November,Wednesday,23,12,D11,House,CA,RC,YEL,2500
2016,November,Thursday,24,17,D51,Apartment,GIANT,RC,BLK,4000
2016,November,Wednesday,23,21,D51,Other,NO,TO,RED,1475
2016,November,Thursday,24,5,D23,Apartment,OTHER,OT,BLKBLU,300
2016,November,Thursday,24,18,D52,Outside,MIELE,TO,DBL,300
2016,November,Friday,18,16,D52,Educational,DEVINCI,RG,GRYWHI,700
2016,November,Wednesday,23,20,D12,Outside,OTHER,EL,WHI,1200
2016,November,Friday,18,14,D52,Educational,SWIFT,EL,None,1700
2016,November,Friday,18,16,D52,Educational,NAKAMURA,OT,BLK,300
2016,November,Thursday,24,20,D55,House,OT,OT,GRY,1200
2016,November,Friday,25,9,D53,Outside,CC,RG,WHI,429.99
2016,November,Sunday,6,22,D51,Outside,DB,RG,None,60
2016,November,Saturday,26,8,D52,Commercial,SPECIALIZED,RC,OTH,1000
2016,November,Thursday,24,23,D55,Other,OT,MT,WHI,3000
2016,November,Wednesday,23,20,D55,House,GAINT,MT,ONGWHI,3500
2016,November,Wednesday,23,20,D55,House,GAINT,MT,BLUWHI,2900
2016,November,Friday,25,10,D51,Outside,GI,RC,BLK,1000
2016,November,Wednesday,23,9,D53,Commercial,KONA,TO,BGE,2250
2016,November,Tuesday,22,20,D52,Educational,SUPERCYCLE,BM,GRY,220
2016,November,Saturday,26,12,D51,Apartment,GI,RG,GRY,500
2016,November,Monday,28,18,D13,Other,TR,TO,WHI,900
2016,November,Monday,28,14,D52,Outside,OT,MT,BRZ,1050
2016,November,Saturday,26,12,D51,Apartment,GI,RG,GRY,500
2016,November,Tuesday,29,11,D32,Outside,OT,MT,WHI,500
2016,November,Friday,18,21,D32,Apartment,OT,MT,WHI,500
2016,November,Sunday,20,13,D52,Other,UK,RG,YEL,800
2016,November,Wednesday,23,8,D51,Educational,IN,MT,GRY,360
2016,November,Sunday,27,12,D22,Outside,OT,TO,BLK,400
2016,November,Tuesday,29,23,D51,House,SOLO ROCK,EL,BLK,1000
2016,November,Wednesday,30,4,D51,Apartment,GI,RC,RED,2400
2016,November,Sunday,20,12,D51,Other,OPUS BAROPCCO,RC,GRN,5000
2016,November,Wednesday,30,10,D52,Commercial,OT,FO,BLK,1500
2016,November,Monday,28,12,D52,Educational,OT,RG,GRY,1000
2016,November,Wednesday,30,15,D14,Outside,OTHER,EL,RED,700
2016,November,Tuesday,22,12,D51,Other,OTHER,MT,SIL,7000
2016,December,Thursday,1,8,D14,Other,OT,RG,BLK,550
2016,November,Wednesday,30,19,D53,Other,TREK,OT,BLK,2300
2016,November,Wednesday,30,20,D55,Apartment,OT,OT,BLK,400
2016,November,Monday,28,19,D51,Other,GI,RG,GRY,500
2016,November,Wednesday,30,9,D55,Other,GT,OT,BLK,650
2016,December,Thursday,1,15,D53,Outside,CC,MT,BLK,600
2016,November,Wednesday,30,20,D55,Apartment,CC,MT,BLK,500
2016,December,Thursday,1,17,D14,Apartment,OT,TO,BRN,2200
2016,December,Thursday,1,9,D55,House,GIANT,MT,BLK,560
2016,December,Friday,2,11,D52,Other,GI,RG,WHI,600
2016,November,Sunday,13,15,D55,Apartment,TR,OT,BLK,1000
2016,December,Friday,2,11,D52,Other,GI,RC,WHI,600
2016,December,Thursday,1,9,D55,House,UNKNOWN MAKE,MT,WHI,400
2016,December,Friday,2,5,D43,Educational,SUPERCYCLE,BM,BLUWHI,160
2016,December,Friday,2,8,D22,House,OTHER,MT,BLK,600
2016,November,Monday,21,7,D53,Apartment,GI,RG,BLK,535.61
2016,October,Saturday,15,18,D13,Other,GI,RG,GRY,600
2016,December,Saturday,3,11,D33,House,UNKNOWN MAKE,RC,ONG,300
2016,December,Saturday,3,3,D13,Apartment,DAHON,RG,BLKRED,700
2016,November,Monday,28,19,D52,Apartment,UK,TO,BLK,886
2016,December,Thursday,1,17,D14,Outside,SC,TO,SIL,200
2016,December,Sunday,4,10,D53,Other,OT,RG,BLK,1000
2016,November,Sunday,20,18,D55,House,UK,EL,BLK,4500
2016,October,Friday,28,23,D55,Other,TREK,OT,BLKGRY,5000
2016,December,Saturday,3,21,D11,House,OTHER,RC,RED,7000
2016,December,Sunday,4,5,D22,Apartment,FUJI,MT,BLK,6000
2016,December,Saturday,3,21,D11,House,OTHER,FO,YEL,450
2016,November,Tuesday,29,16,D51,Apartment,UK,MT,BLK,5500
2016,December,Friday,2,21,D52,Commercial,NO,RC,BLU,3000
2016,December,Monday,5,23,D52,Outside,CCM,MT,TAN,150
2016,November,Wednesday,30,23,D51,Apartment,OT,RC,RED,1649.95
2016,December,Tuesday,6,9,D14,Educational,NO,RG,ONG,740
2016,December,Sunday,4,20,D55,Outside,OT,MT,BLK,700
2016,December,Wednesday,7,15,D11,Transit,OT,RG,None,1000
2016,November,Thursday,10,18,D13,House,MIELE,OT,GRYWHI,346
2016,December,Wednesday,7,15,D33,House,NORCO,RC,MRN,500
2016,November,Thursday,10,18,D13,House,MIELE,OT,BLU,396
2016,December,Tuesday,6,6,D53,Commercial,TREK,OT,BLK,1500
2016,October,Thursday,13,14,D11,House,OT,OT,RED,589
2016,December,Thursday,8,16,D55,Apartment,OTHER,BM,PLE,1800
2016,December,Monday,5,14,D14,Other,TREK,OT,BLKSIL,800
2016,December,Friday,9,12,D51,Outside,OT,RG,BLU,50
2016,December,Friday,9,9,D52,Outside,GT,MT,BLK,1500
2016,December,Thursday,8,16,D55,Apartment,TREK,OT,WHI,1000
2016,December,Saturday,10,13,D55,Outside,TR,MT,OTH,830
2016,December,Wednesday,7,10,D55,Apartment,HF,OT,GRY,250
2016,December,Saturday,10,23,D53,Commercial,GF,MT,LBL,1000
2016,December,Monday,12,4,D14,Commercial,BRODIE,OT,LGR,2600
2016,December,Friday,9,9,D52,Outside,GT,MT,BLK,1500
2016,December,Thursday,8,17,D52,Commercial,OT,RG,SIL,553
2016,December,Saturday,10,20,D53,Apartment,UK,MT,PLE,1000
2016,December,Monday,5,7,D52,Transit,OT,RG,LBL,500
2016,December,Monday,12,4,D14,Commercial,BRODIE,OT,BLK,2300
2016,December,Monday,12,4,D14,Commercial,ALL-CITY,OT,LGR,1500
2016,December,Monday,12,4,D14,Commercial,SALSA CYCLE,OT,BLK,2100
2016,December,Saturday,10,20,D53,Apartment,TR,MT,BLK,530
2016,December,Saturday,10,18,D52,Apartment,CA,MT,BLU,1300
2016,December,Tuesday,6,8,D13,Educational,OT,TO,BGE,1200
2016,December,Thursday,8,5,D51,Apartment,MA,MT,BLK,539
2016,December,Tuesday,13,7,D22,Apartment,DEVINCI,MT,LBL,1100
2016,December,Tuesday,13,22,D52,Other,CC,MT,WHI,350
2016,December,Thursday,8,21,D55,House,LOUIS GARNEAU,RC,BLKRED,1800
2016,December,Tuesday,13,21,D52,Other,MA,RG,MRN,1000
2016,December,Friday,9,23,D55,Apartment,TR,MT,OTH,830
2016,August,Friday,5,21,D22,Other,GI,RC,BLK,4000
2016,December,Tuesday,13,21,D52,Other,MA,RG,GRY,1000
2016,December,Saturday,10,9,D32,Apartment,OT,EL,WHI,2500
2016,December,Monday,12,16,D11,Other,NORCO,OT,BLU,600
2016,December,Friday,9,23,D55,Apartment,TR,MT,RED,800
2016,December,Thursday,8,21,D55,House,CANNONDALE,RC,BLKSIL,1600
2016,December,Saturday,10,17,D52,Educational,TREK,MT,None,540
2016,November,Wednesday,9,16,D51,Educational,GI,TO,DBL,600
2016,December,Friday,16,15,D13,Apartment,OT,OT,PNK,380
2016,December,Thursday,8,18,D52,Other,NO,RG,GRY,400
2016,December,Thursday,15,17,D14,Apartment,TR,MT,WHI,3299
2016,December,Saturday,17,16,D51,Commercial,NO,RG,RED,800
2016,December,Saturday,17,4,D55,Other,CERVELO,OT,BLUWHI,5000
2016,December,Sunday,18,16,D51,Apartment,UNKNOWN MAKE,RG,YEL,140
2016,December,Friday,16,1,D14,Outside,CA,MT,BLK,2200
2016,December,Tuesday,20,22,D51,Commercial,ROCKY MOUNTAIN,EL,BLK,800
2016,December,Sunday,18,2,D52,Commercial,UK,RG,WHI,1200
2016,October,Friday,14,10,D52,Outside,OT,RG,None,1000
2016,December,Wednesday,21,18,D14,Outside,OT,TO,BLK,1150
2016,December,Thursday,22,22,D55,House,OT,RC,BLK,1200
2016,December,Tuesday,20,6,D32,Other,OTHER,EL,None,2000
2016,December,Sunday,25,4,D52,Commercial,APOLLO,OT,WHI,1699
2016,December,Sunday,25,4,D52,Commercial,DEVINCI,OT,WHI,1599.99
2016,December,Saturday,24,15,D51,House,CANNONDALE,OT,BLK,699
2016,December,Sunday,25,4,D52,Commercial,BMC,OT,BLK,5199
2016,December,Sunday,25,13,D14,Apartment,OT,OT,SIL,600
2016,December,Monday,26,15,D14,Commercial,UK,RC,DBL,700
2016,December,Wednesday,28,10,D11,Outside,FUJI,OT,BLU,200
2016,September,Sunday,18,20,D55,Commercial,KO,RC,DBL,902.87
2016,December,Sunday,4,12,D53,Educational,OT,TO,BLK,960
2016,December,Sunday,25,17,D51,Apartment,OT,RG,BLK,2000
2016,November,Tuesday,1,13,D51,Apartment,UK,MT,GRN,400
2016,December,Friday,30,11,D22,Apartment,CANNONDALE,MT,WHI,2500
2016,December,Friday,30,6,D22,Commercial,SPECIALIZED,RC,BLKOTH,1500
2016,December,Friday,30,7,D51,Outside,KH,OT,BLK,450
2016,December,Friday,30,6,D22,Commercial,OTHER,OT,None,2000
2016,December,Sunday,25,16,D53,Commercial,OT,RG,BLK,1000
2016,December,Tuesday,27,14,D23,Apartment,UNKNOWN,SC,BLU,3000
2016,December,Friday,23,16,D53,Outside,KH,RG,None,600
2016,December,Thursday,22,12,D51,Apartment,WOLLY WAGON,OT,GRN,800
2016,November,Friday,18,20,D53,Commercial,GI,RG,LGR,1000
2017,January,Wednesday,4,12,D53,Commercial,TREK,MT,RED,3200
2017,January,Wednesday,4,12,D51,Outside,RA,TO,GRY,1000
2017,January,Wednesday,4,17,D52,Outside,UK,EL,RED,1700
2017,January,Tuesday,3,16,D52,Educational,KO,RG,None,899
2017,January,Wednesday,4,12,D53,Commercial,TREK,MT,BLK,2000
2016,December,Saturday,31,12,D22,Apartment,OT,RC,BLK,2000
2017,January,Wednesday,4,19,D43,Outside,CC,RG,WHI,350
2017,January,Monday,2,17,D14,Outside,OT,OT,CRM,550
2017,January,Wednesday,4,12,D53,Commercial,TREK,RC,BLK,6000
2017,January,Wednesday,4,19,D43,Outside,SU,MT,WHI,170
2017,January,Thursday,5,8,D51,Outside,NORCO,RG,SIL,800
2016,October,Saturday,8,18,D32,Outside,NORCO,MT,None,500
2017,January,Saturday,7,14,D53,Transit,MA,MT,SIL,1000
2017,January,Saturday,7,11,D51,Apartment,KO,RC,BLK,1100
2017,January,Monday,2,16,D53,Outside,CA,MT,BLK,734
2017,January,Sunday,8,13,D51,Outside,FELT,RG,BLKRED,1500
2016,December,Thursday,29,22,D52,Apartment,OT,OT,BLK,350
2017,January,Saturday,7,12,D52,Educational,ABC,MT,None,600
2017,January,Wednesday,11,12,D14,House,GI,RC,WHI,2400
2017,January,Wednesday,11,12,D52,Educational,NO,OT,GRN,600
2017,January,Sunday,8,20,D14,Outside,SC,OT,WHI,120
2017,January,Wednesday,11,6,D51,Outside,SC,OT,GLD,300
2017,January,Tuesday,10,21,D14,Outside,SPECIALIZED,RG,WHI,1000
2016,December,Monday,26,9,D52,Commercial,OT,RG,PNK,2500
2017,January,Tuesday,10,20,D51,Apartment,OT,RC,BLK,2500
2016,December,Thursday,29,18,D52,Apartment,OT,RG,GRY,500
2016,October,Sunday,2,12,D11,Commercial,NORCO,TO,None,385
2017,January,Sunday,15,14,D51,Apartment,FJ,OT,None,300
2017,January,Saturday,14,7,D14,Other,UK,BM,WHI,300
2017,January,Monday,16,13,D52,Educational,FJ,TO,PLE,395
2016,December,Saturday,31,13,D52,Apartment,OT,OT,None,250
2017,January,Tuesday,17,3,D14,Commercial,GI,RC,WHI,2599
2017,January,Monday,16,20,D52,Apartment,OT,TO,BLU,400
2017,January,Wednesday,18,9,D52,Outside,OT,RG,LBL,200
2017,January,Wednesday,18,16,D52,Apartment,GI,MT,BLU,635.55
2017,January,Monday,16,16,D52,Educational,SCHWINN,RG,SILPNK,330
2017,January,Wednesday,18,5,D52,Apartment,FJ,RG,GRY,761
2017,January,Tuesday,10,12,D43,Educational,RALEIGH,MT,None,400
2017,January,Thursday,19,14,D52,Educational,OTHER,OT,BLK,100
2017,January,Thursday,19,18,D52,Commercial,CC,MT,None,70
2017,January,Tuesday,17,7,D51,Apartment,KH,RC,BLK,1500
2017,January,Friday,20,22,D52,Apartment,CA,RC,YEL,500
2017,January,Saturday,21,9,D52,Outside,GI,MT,BLK,1149
2017,January,Friday,20,1,D23,Outside,OTHER,MT,GRN,100
2017,January,Friday,20,1,D23,Outside,OTHER,MT,GRY,1500
2017,January,Friday,20,8,D51,Educational,TR,MT,BLU,650
2016,December,Thursday,29,20,D51,Apartment,SCOTT,RC,BLK,4500
2016,December,Thursday,29,20,D51,Apartment,OT,RC,BLK,3500
2017,January,Tuesday,17,10,D52,Other,RM,MT,BLU,500
2017,January,Tuesday,10,11,D22,Apartment,GF,MT,YEL,600
2017,January,Wednesday,18,16,D52,Educational,EMMO,SC,None,2500
2017,January,Monday,23,9,D11,Outside,GI,RG,GRY,700
2017,January,Tuesday,24,6,D31,Commercial,HF,RG,BLU,100
2017,January,Wednesday,25,17,D52,Outside,UK,EL,BLK,2000
2016,December,Saturday,24,14,D12,House,KO,RG,WHI,1093
2017,January,Sunday,22,20,D12,Apartment,DCO,RE,BLK,600
2017,January,Wednesday,25,11,D52,Educational,KH,RG,SIL,400
2017,January,Thursday,26,9,D53,Outside,OT,RG,DGR,370
2017,January,Friday,27,9,D14,Outside,EM,EL,BLK,2000
2017,January,Friday,27,4,D11,House,GIANT,MT,GRYRED,2500
2017,January,Thursday,26,7,D52,Outside,OT,RG,BLK,549
2017,January,Friday,27,15,D14,House,EM,EL,BLK,2000
2017,January,Monday,23,23,D55,House,OT,MT,RED,700
2017,January,Saturday,21,22,D51,Apartment,TR,RC,None,1568.41
2016,December,Wednesday,28,15,D32,Outside,CCM,MT,BLUGRN,310
2017,January,Saturday,28,6,D52,Outside,RALEIGH,MT,BLK,860
2017,January,Friday,27,2,D41,Apartment,THS,RC,BLK,400
2017,January,Friday,27,2,D41,Apartment,SPECIALIZED,MT,GRY,400
2016,December,Tuesday,13,21,D11,Educational,OT,RC,LBL,6000
2017,January,Friday,20,21,D14,Outside,UK,OT,YEL,200
2016,December,Thursday,15,12,D11,Outside,JAMIS,OT,BLK,600
2017,January,Monday,30,1,D52,Educational,REPUBLICA,OT,None,400
2017,January,Tuesday,31,5,D52,Outside,OTHER,RC,WHIBLU,3000
2017,January,Friday,27,17,D14,Outside,NORCO,MT,BLK,4000
2017,January,Monday,30,20,D52,Outside,OT,RG,BLU,250
2017,January,Friday,27,18,D14,Apartment,NO,MT,BLK,4000
2016,November,Saturday,12,9,D51,Outside,FUJI,OT,BLK,1000
2017,February,Wednesday,1,14,D14,Outside,UK,RG,DBL,500
2017,January,Tuesday,24,13,D52,Outside,SU,RG,SIL,250
2017,February,Thursday,2,20,D32,House,SPECIALIZED,OT,GRY,200
2016,December,Wednesday,21,21,D52,Outside,OTHER,EL,BLK,2200
2017,January,Sunday,1,9,D14,Apartment,UK,RC,BLK,4500
2017,February,Monday,6,16,D53,Outside,NO,RG,BLU,520
2017,February,Saturday,4,14,D55,Apartment,OT,RG,BLU,300
2017,February,Tuesday,7,7,D51,Apartment,NO,MT,RED,2125
2017,January,Monday,2,22,D51,Transit,NO,RC,RED,3000
2017,February,Thursday,2,9,D14,Apartment,TR,RC,BLK,2800
2017,February,Thursday,2,9,D14,Apartment,TR,RC,BLK,2800
2017,February,Monday,6,12,D51,Apartment,OT,RC,BLK,300
2017,February,Sunday,5,23,D14,Outside,MIELE,RC,BLU,1000
2017,February,Wednesday,8,19,D12,House,SPECIALIZED,MT,REDWHI,5000
2017,February,Tuesday,7,22,D14,Other,NO,RG,BLK,300
2017,February,Wednesday,8,19,D12,House,LAPIERRE,MT,BLUWHI,10000
2017,February,Thursday,9,7,D55,House,SUPERCYCLE,OT,GRY,230
2017,February,Monday,6,8,D52,Educational,BRIANT ROAM,OT,BLUBLK,500
2017,February,Friday,10,16,D53,Outside,DB,EL,BLK,750
2017,February,Sunday,5,12,D52,Outside,OT,RG,GRY,600
2016,October,Saturday,1,11,D51,Apartment,OT,RC,OTH,1300
2016,October,Saturday,1,11,D51,Apartment,NO,RC,RED,900
2017,February,Monday,13,11,D14,House,NO,RG,BLK,1000
2017,February,Thursday,16,1,D13,Outside,EMMO,EL,WHI,2000
2017,February,Sunday,5,21,D55,House,SU,RG,None,100
2017,February,Sunday,5,21,D55,House,SU,RG,BLK,100
2016,June,Thursday,2,21,D32,Outside,GI,MT,None,550
2017,February,Thursday,16,7,D55,Apartment,LOUIS GARNEAU,RC,YELSIL,500
